SORA Value Date,,,SORA Publication Date,SORA,SORA Index
,,10,11 Dec 2009,0.1074,0.9610488283
,,11,14 Dec 2009,0.0398,0.9610519721
,,14,15 Dec 2009,0.0491,0.9610532649
,,15,16 Dec 2009,0.0345,0.9610541733
,,16,17 Dec 2009,0.0413,0.9610552607
,,17,18 Dec 2009,0.0806,0.9610573829
,,18,21 Dec 2009,0.0859,0.9610641683
,,21,22 Dec 2009,0.0998,0.961066796
,,22,23 Dec 2009,0.1018,0.9610694765
,,23,24 Dec 2009,0.1045,0.9610722281
,,24,28 Dec 2009,0.1139,0.9610842243
,,28,29 Dec 2009,0.0805,0.961086344
,,29,30 Dec 2009,0.0371,0.9610873209
,,30,31 Dec 2009,0.0348,0.9610882372
,,31,04 Jan 2010,0.1583,0.9611049101
,,,,,
,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index
2010,Jan,4,05 Jan 2010,0.1474,0.9611087914
,,5,06 Jan 2010,0.142,0.9611125305
,,6,07 Jan 2010,0.1399,0.9611162143
,,7,08 Jan 2010,0.1346,0.9611197586
,,8,11 Jan 2010,0.1523,0.9611317897
,,11,12 Jan 2010,0.1659,0.9611361583
,,12,13 Jan 2010,0.1317,0.9611396263
,,13,14 Jan 2010,0.144,0.9611434181
,,14,15 Jan 2010,0.0775,0.9611454589
,,15,18 Jan 2010,0.1327,0.961155942
,,18,19 Jan 2010,0.0825,0.9611581145
,,19,20 Jan 2010,0.1647,0.9611624515
,,20,21 Jan 2010,0.1591,0.9611666412
,,21,22 Jan 2010,0.1496,0.9611705806
,,22,25 Jan 2010,0.1346,0.9611812141
,,25,26 Jan 2010,0.1359,0.9611847928
,,26,27 Jan 2010,0.1276,0.961188153
,,27,28 Jan 2010,0.0985,0.9611907469
,,28,29 Jan 2010,0.1041,0.9611934883
,,29,01 Feb 2010,0.1309,0.9612038297
,Feb,1,02 Feb 2010,0.121,0.9612070161
,,2,03 Feb 2010,0.1026,0.961209718
,,3,04 Feb 2010,0.1101,0.9612126175
,,4,05 Feb 2010,0.1395,0.9612162911
,,5,08 Feb 2010,0.204,0.961232408
,,8,09 Feb 2010,0.1483,0.9612363135
,,9,10 Feb 2010,0.1519,0.9612403138
,,10,11 Feb 2010,0.1082,0.9612431633
,,11,12 Feb 2010,0.1328,0.9612466606
,,12,17 Feb 2010,0.1643,0.9612682953
,,17,18 Feb 2010,0.127,0.9612716399
,,18,19 Feb 2010,0.1253,0.9612749399
,,19,22 Feb 2010,0.1399,0.9612859932
,,22,23 Feb 2010,0.1353,0.9612895566
,,23,24 Feb 2010,0.122,0.9612927696
,,24,25 Feb 2010,0.0951,0.9612952743
,,25,26 Feb 2010,0.2107,0.9613008234
,,26,01 Mar 2010,0.2924,0.9613239263
,Mar,1,02 Mar 2010,0.1627,0.9613282114
,,2,03 Mar 2010,0.1365,0.9613318065
,,3,04 Mar 2010,0.1041,0.9613345483
,,4,05 Mar 2010,0.0892,0.9613368976
,,5,08 Mar 2010,0.1051,0.961345202
,,8,09 Mar 2010,0.0672,0.9613469719
,,9,10 Mar 2010,0.0634,0.9613486418
,,10,11 Mar 2010,0.043,0.9613497743
,,11,12 Mar 2010,0.0681,0.961351568
,,12,15 Mar 2010,0.0867,0.9613584186
,,15,16 Mar 2010,0.0812,0.9613605573
,,16,17 Mar 2010,0.0664,0.9613623061
,,17,18 Mar 2010,0.0758,0.9613643026
,,18,19 Mar 2010,0.0796,0.9613663992
,,19,22 Mar 2010,0.0885,0.9613733921
,,22,23 Mar 2010,0.0916,0.9613758048
